Id,Label,timeset,latitude,longitude,colabs_total,modularity_class
277688954,University of Paris-Saclay,,48.68333,2.13333,116702,1
141945490,University of British Columbia,,49.24966,-123.11934,115302,0
84218800,"University of California, Davis",,38.54491,-121.74052,115254,0
98677209,University of Edinburgh,,55.95206,-3.19648,114244,1
28407311,University of Manchester,,53.48095,-2.23743,113513,2
1343551460,The University of Texas MD Anderson Cancer Center,,29.70706,-95.39697,112334,2
135310074,University of Wisconsin–Madison,,43.07305,-89.40123,111035,0
7882870,University of Glasgow,,55.86515,-4.25763,110957,2
196272386,Providence College,,41.82399,-71.41283,110516,2
31746571,UNSW Sydney,,-33.86785,151.20732,110334,2
129604602,University of Sydney,,-33.86785,151.20732,109172,0
99464096,KU Leuven,,50.87959,4.70093,108312,1
57206974,New York University,,40.71427,-74.00597,108035,0
2738703131,Atomic Energy and Alternative Energies Commission,,48.85341,2.3488,107806,1
183935753,King's College London,,51.50853,-0.12574,103925,2
21491767,Aix-Marseille University,,43.29695,5.38107,103848,2
20231570,Peking University,,39.9075,116.39723,103049,0
1288882113,Boston Children's Hospital,,42.35843,-71.05977,102953,2
170201317,University of Pittsburgh,,40.44062,-79.99589,102487,2
66946132,"University of Maryland, College Park",,38.98067,-76.93692,99977,0
99065089,Tsinghua University,,39.999584,116.32542,99901,1
148283060,Lawrence Berkeley National Laboratory,,37.87159,-122.27275,98454,2
35440088,ETH Zurich,,47.36667,8.55,97571,2
130238516,University of Minnesota,,44.97997,-93.26384,94797,0
98704320,Icahn School of Medicine at Mount Sinai,,40.71427,-74.00597,93846,1
138006243,University of Arizona,,32.22174,-110.92648,93531,0
1334819555,Memorial Sloan Kettering Cancer Center,,40.71427,-74.00597,92746,2
170897317,Duke University,,35.99403,-78.89862,91041,2
1335113835,Karolinska University Hospital,,59.32938,18.06871,90837,2
1344073410,Howard Hughes Medical Institute,,39.021835,-77.1563,90356,2
